transaction_id,user_id,merchant_id,merchant_category,amount,txn_timestamp,is_fraud
T100411,U10082,M1048,restaurant,11.07,2026-06-07 21:08:35,0
T104770,U10134,M1041,utilities,40.27,2026-06-07 21:32:46,0
T104399,U10275,M1031,travel,20.51,2026-06-07 22:01:46,0
T103427,U10067,M1024,utilities,30.01,2026-06-07 22:22:06,0
T100830,U10161,M1026,crypto,17.46,2026-06-07 22:50:41,0
T104083,U10088,M1059,restaurant,83.22,2026-06-07 22:51:07,0
T107750,U10173,M1027,fashion,19.71,2026-06-07 23:35:19,0
T107727,U10296,M1010,gambling,22.55,2026-06-08 00:07:59,1
T102800,U10100,M1045,pharmacy,36.4,2026-06-08 00:26:18,0
T102435,U10198,M1059,restaurant,45.51,2026-06-08 00:54:31,0
T106475,U10075,M1016,gambling,33.04,2026-06-08 01:15:11,0
T100435,U10261,M1052,gaming,50.83,2026-06-08 01:27:48,0
T106954,U10273,M1024,utilities,16.68,2026-06-08 01:46:22,0
T102974,U10146,M1052,gaming,27.89,2026-06-08 02:11:28,1
T105585,U10213,M1053,crypto,4.8,2026-06-08 02:21:26,0
T102499,U10194,M1032,grocery,69.75,2026-06-08 02:44:18,0
T100442,U10241,M1049,utilities,31.87,2026-06-08 03:47:04,0
T101753,U10156,M1022,electronics,26.91,2026-06-08 04:07:36,0
T104013,U10287,M1028,gambling,62.81,2026-06-08 04:11:20,0
T105664,U10119,M1040,electronics,15.38,2026-06-08 04:51:50,0
T101046,U10175,M1007,restaurant,49.81,2026-06-08 04:53:21,0
T107086,U10296,M1014,utilities,8.06,2026-06-08 05:07:35,0
T100489,U10236,M1037,fashion,60.07,2026-06-08 06:26:20,0
T100134,U10150,M1043,gaming,74.55,2026-06-08 06:37:46,0
T101078,U10198,M1056,gambling,16.9,2026-06-08 06:50:49,0
T102183,U10029,M1000,grocery,82.08,2026-06-08 06:55:52,0
T105586,U10047,M1019,crypto,89.45,2026-06-08 07:11:05,0
T106220,U10000,M1036,fashion,149.65,2026-06-08 07:22:52,0
T104639,U10158,M1028,gambling,11.42,2026-06-08 07:27:54,0
T107500,U10265,M1028,gambling,501.99,2026-06-08 07:34:58,0
T104352,U10206,M1014,utilities,27.0,2026-06-08 07:38:04,0
T103409,U10158,M1033,gambling,22.35,2026-06-08 07:50:50,0
T100865,U10239,M1024,utilities,78.17,2026-06-08 07:51:37,0
T106973,U10182,M1046,crypto,38.27,2026-06-08 09:01:34,0
T106498,U10000,M1043,gaming,365.41,2026-06-08 09:40:03,1
T103816,U10160,M1050,utilities,76.37,2026-06-08 10:29:22,0
T104501,U10085,M1021,gaming,11.66,2026-06-08 10:34:57,0
T100365,U10102,M1041,utilities,23.64,2026-06-08 10:59:46,0
T103992,U10232,M1053,crypto,73.48,2026-06-08 11:16:02,0
T101185,U10218,M1039,restaurant,190.16,2026-06-08 11:34:15,0
T100072,U10026,M1044,grocery,6.42,2026-06-08 11:55:12,0
T102423,U10252,M1027,fashion,36.3,2026-06-08 11:57:04,0
T105940,U10123,M1048,restaurant,11.35,2026-06-08 12:02:02,0
T105948,U10267,M1019,crypto,27.98,2026-06-08 12:05:07,0
T100776,U10081,M1022,electronics,22.69,2026-06-08 13:13:31,0
T100020,U10143,M1028,gambling,38.51,2026-06-08 14:16:16,0
T105993,U10065,M1056,gambling,385.66,2026-06-08 15:26:30,0
T106176,U10178,M1058,utilities,14.69,2026-06-08 15:38:38,0
T102998,U10275,M1041,utilities,18.88,2026-06-08 15:40:50,0
T101767,U10073,M1002,restaurant,35.62,2026-06-08 15:53:47,0
T107048,U10147,M1016,gambling,47.28,2026-06-08 16:14:58,0
T106130,U10029,M1022,electronics,81.49,2026-06-08 16:56:18,0
T100140,U10035,M1006,grocery,78.67,2026-06-08 17:01:20,0
T106759,U10018,M1028,gambling,37.71,2026-06-08 17:29:14,0
T101004,U10255,M1006,grocery,24.84,2026-06-08 17:31:23,0
T104997,U10176,M1027,fashion,16.03,2026-06-08 17:41:48,1
T105728,U10219,M1032,grocery,19.64,2026-06-08 18:23:54,0
T102242,U10241,M1039,restaurant,31.22,2026-06-08 19:10:39,0
T104877,U10069,M1052,gaming,36.32,2026-06-08 19:24:37,0
T106644,U10160,M1005,fashion,70.6,2026-06-08 19:29:23,0
T106823,U10086,M1047,fashion,29.33,2026-06-08 20:09:55,0
T102334,U10077,M1052,gaming,11.81,2026-06-08 20:29:29,0
T100935,U10068,M1032,grocery,33.08,2026-06-08 20:33:37,0
T100470,U10277,M1047,fashion,68.05,2026-06-08 20:38:29,0
T101954,U10137,M1004,crypto,12.67,2026-06-08 20:52:06,0
T105324,U10101,M1024,utilities,18.36,2026-06-08 20:59:47,0
T107516,U10078,M1046,crypto,22.87,2026-06-08 21:19:46,0
T103697,U10034,M1051,electronics,33.22,2026-06-08 21:19:56,0
T101561,U10133,M1008,travel,87.24,2026-06-08 21:24:15,0
T104189,U10202,M1012,utilities,48.14,2026-06-08 21:26:30,0
T104386,U10128,M1017,electronics,45.89,2026-06-08 21:40:11,0
T104689,U10142,M1026,crypto,21.0,2026-06-08 22:23:07,0
T106561,U10230,M1046,crypto,67.43,2026-06-08 23:28:34,0
T104577,U10201,M1017,electronics,12.56,2026-06-08 23:38:20,0
T106802,U10178,M1057,electronics,12.35,2026-06-08 23:44:05,0
T106566,U10000,M1054,crypto,393.55,2026-06-09 00:05:47,0
T101506,U10230,M1040,electronics,48.9,2026-06-09 00:53:53,0
T101993,U10163,M1013,utilities,96.51,2026-06-09 01:06:25,0
T107343,U10138,M1042,utilities,49.98,2026-06-09 01:25:18,0
T101947,U10101,M1051,electronics,25.59,2026-06-09 02:31:44,0
T104740,U10085,M1035,grocery,31.56,2026-06-09 02:34:27,0
T101862,U10137,M1004,crypto,74.36,2026-06-09 03:01:35,0
T106632,U10296,M1017,electronics,29.14,2026-06-09 03:16:10,0
T103211,U10139,M1057,electronics,107.64,2026-06-09 03:42:06,0
T100001,U10156,M1036,fashion,27.12,2026-06-09 03:47:00,0
T107694,U10038,M1035,grocery,24.48,2026-06-09 03:48:40,0
T104703,U10248,M1044,grocery,56.84,2026-06-09 05:48:09,0
T100962,U10037,M1009,grocery,13.95,2026-06-09 06:50:03,0
T106239,U10156,M1032,grocery,91.71,2026-06-09 06:53:32,0
T106117,U10243,M1052,gaming,37.67,2026-06-09 07:07:30,0
T100684,U10098,M1001,utilities,22.26,2026-06-09 07:22:19,0
T106824,U10298,M1050,utilities,16.22,2026-06-09 07:28:35,0
T102565,U10083,M1018,fashion,15.99,2026-06-09 07:45:36,0
T104244,U10238,M1040,electronics,37.08,2026-06-09 08:50:39,0
T101912,U10124,M1028,gambling,27.48,2026-06-09 09:13:29,0
T104284,U10209,M1037,fashion,17.92,2026-06-09 09:50:32,0
T104682,U10110,M1003,crypto,443.44,2026-06-09 09:52:05,0
T101651,U10141,M1030,crypto,59.6,2026-06-09 10:00:04,0
T106378,U10265,M1053,crypto,28.72,2026-06-09 10:17:51,0
T105584,U10044,M1058,utilities,45.19,2026-06-09 10:23:19,0
T105243,U10227,M1006,grocery,31.94,2026-06-09 10:27:51,0
T103072,U10214,M1049,utilities,143.53,2026-06-09 10:59:14,0
T107147,U10021,M1057,electronics,34.97,2026-06-09 11:43:52,0
T103002,U10047,M1020,gambling,53.96,2026-06-09 11:55:16,0
T102632,U10166,M1052,gaming,72.45,2026-06-09 12:18:36,0
T100878,U10158,M1056,gambling,28.47,2026-06-09 12:48:43,0
T100934,U10072,M1054,crypto,12.8,2026-06-09 13:30:16,0
T107729,U10241,M1058,utilities,29.43,2026-06-09 13:48:13,0
T102713,U10037,M1004,crypto,73.72,2026-06-09 13:49:12,0
T104725,U10079,M1030,crypto,51.28,2026-06-09 13:55:39,0
T103026,U10190,M1021,gaming,24.08,2026-06-09 14:14:04,0
T106531,U10059,M1023,pharmacy,81.84,2026-06-09 14:46:58,0
T107514,U10190,M1018,fashion,30.77,2026-06-09 15:06:11,0
T103953,U10283,M1034,fashion,50.96,2026-06-09 15:50:13,0
T100478,U10163,M1056,gambling,64.48,2026-06-09 15:58:34,0
T100577,U10241,M1054,crypto,60.3,2026-06-09 16:01:02,0
T107903,U10254,M1021,gaming,61.66,2026-06-09 16:10:18,0
T106003,U10139,M1047,fashion,12.82,2026-06-09 17:01:51,0
T105250,U10217,M1042,utilities,99.42,2026-06-09 17:06:00,0
T102069,U10156,M1020,gambling,48.01,2026-06-09 17:48:36,0
T106259,U10269,M1056,gambling,38.67,2026-06-09 18:03:43,0
T104378,U10189,M1038,travel,44.14,2026-06-09 18:24:31,0
T106282,U10011,M1005,fashion,42.31,2026-06-09 18:32:22,0
T101101,U10268,M1005,fashion,13.98,2026-06-09 18:46:10,0
T102083,U10040,M1038,travel,46.9,2026-06-09 18:53:45,0
T104421,U10224,M1016,gambling,15.55,2026-06-09 18:54:15,0
T100870,U10269,M1056,gambling,26.61,2026-06-09 19:53:30,0
T101941,U10103,M1029,crypto,67.36,2026-06-09 20:06:50,1
T102124,U10070,M1053,crypto,40.29,2026-06-09 20:16:46,0
T100324,U10113,M1011,pharmacy,74.79,2026-06-09 20:19:59,0
T101450,U10272,M1029,crypto,82.41,2026-06-09 20:52:04,0
T102105,U10017,M1057,electronics,25.97,2026-06-09 21:45:49,0
T101743,U10039,M1008,travel,35.1,2026-06-09 22:54:05,0
T106432,U10205,M1020,gambling,28.23,2026-06-09 22:56:44,0
T107311,U10064,M1017,electronics,12.84,2026-06-09 23:05:01,0
T102202,U10260,M1057,electronics,248.26,2026-06-09 23:29:59,0
T105169,U10294,M1050,utilities,72.43,2026-06-09 23:35:50,0
T102646,U10142,M1044,grocery,64.53,2026-06-09 23:42:15,0
T105244,U10290,M1038,travel,74.7,2026-06-10 00:31:25,0
T100129,U10062,M1024,utilities,45.86,2026-06-10 00:42:29,0
T103678,U10160,M1028,gambling,52.33,2026-06-10 00:56:35,0
T106293,U10185,M1058,utilities,43.55,2026-06-10 01:52:30,0
T106614,U10081,M1056,gambling,54.13,2026-06-10 02:45:51,0
T107478,U10283,M1032,grocery,23.87,2026-06-10 02:54:51,0
T106683,U10055,M1001,utilities,52.26,2026-06-10 02:58:35,0
T100901,U10096,M1002,restaurant,68.87,2026-06-10 03:49:52,0
T103018,U10172,M1048,restaurant,30.53,2026-06-10 03:51:59,0
T107112,U10079,M1006,grocery,29.01,2026-06-10 04:52:14,0
T104418,U10286,M1052,gaming,43.64,2026-06-10 04:54:46,0
T106397,U10048,M1017,electronics,59.39,2026-06-10 06:25:25,0
T101606,U10255,M1052,gaming,18.7,2026-06-10 06:29:13,0
T105416,U10096,M1010,gambling,901.4,2026-06-10 06:33:03,0
T101100,U10103,M1017,electronics,70.5,2026-06-10 06:48:18,0
T100065,U10036,M1059,restaurant,356.1,2026-06-10 06:48:20,0
T100130,U10097,M1029,crypto,21.27,2026-06-10 07:09:39,0
T107457,U10263,M1023,pharmacy,10.29,2026-06-10 07:28:19,0
T103783,U10131,M1051,electronics,35.44,2026-06-10 07:42:35,0
T105906,U10152,M1055,grocery,38.89,2026-06-10 08:02:37,0
T104062,U10066,M1053,crypto,57.93,2026-06-10 08:22:56,0
T104857,U10112,M1028,gambling,13.04,2026-06-10 08:27:14,0
T106529,U10235,M1018,fashion,41.5,2026-06-10 08:27:40,0
T100260,U10277,M1031,travel,116.49,2026-06-10 08:42:35,0
T102465,U10079,M1021,gaming,24.58,2026-06-10 08:49:13,0
T100869,U10070,M1035,grocery,38.04,2026-06-10 09:19:39,0
T102976,U10209,M1046,crypto,28.72,2026-06-10 09:32:54,0
T100907,U10145,M1049,utilities,33.21,2026-06-10 10:09:34,0
T101476,U10024,M1035,grocery,40.12,2026-06-10 10:19:06,0
T102625,U10074,M1045,pharmacy,12.93,2026-06-10 10:22:29,0
T100910,U10072,M1050,utilities,71.75,2026-06-10 10:45:40,0
T107587,U10011,M1040,electronics,72.2,2026-06-10 10:57:32,0
T106021,U10086,M1058,utilities,38.18,2026-06-10 11:22:42,0
T101044,U10176,M1048,restaurant,26.47,2026-06-10 11:24:24,0
T107539,U10081,M1010,gambling,30.36,2026-06-10 12:19:26,0
T104918,U10109,M1036,fashion,67.7,2026-06-10 12:29:20,0
T104806,U10200,M1042,utilities,24.77,2026-06-10 13:21:59,0
T104299,U10299,M1007,restaurant,30.11,2026-06-10 13:44:14,0
T103266,U10274,M1027,fashion,93.49,2026-06-10 13:45:43,0
T104137,U10217,M1026,crypto,73.89,2026-06-10 13:54:51,0
T101756,U10187,M1046,crypto,124.91,2026-06-10 14:35:34,0
T106510,U10205,M1010,gambling,70.38,2026-06-10 14:48:34,0
T104668,U10007,M1002,restaurant,35.78,2026-06-10 15:13:13,0
T104066,U10140,M1043,gaming,24.45,2026-06-10 15:27:29,0
T105172,U10163,M1021,gaming,42.99,2026-06-10 15:36:01,0
T106636,U10270,M1030,crypto,196.43,2026-06-10 16:34:47,0
T105358,U10296,M1002,restaurant,30.75,2026-06-10 17:33:54,0
T104944,U10072,M1029,crypto,60.24,2026-06-10 17:36:49,0
T107030,U10094,M1000,grocery,62.27,2026-06-10 17:53:33,0
T106025,U10230,M1034,fashion,25.34,2026-06-10 18:16:43,0
T105074,U10034,M1005,fashion,165.53,2026-06-10 18:31:44,0
T103016,U10131,M1043,gaming,5.73,2026-06-10 18:32:58,0
T103243,U10155,M1009,grocery,93.62,2026-06-10 19:09:39,0
T105037,U10151,M1035,grocery,33.95,2026-06-10 19:46:04,0
T105957,U10249,M1007,restaurant,25.93,2026-06-10 20:01:34,0
T105784,U10182,M1047,fashion,115.57,2026-06-10 20:16:08,0
T101439,U10278,M1046,crypto,72.87,2026-06-10 20:26:02,0
T106524,U10197,M1001,utilities,102.6,2026-06-10 20:43:54,0
T103810,U10074,M1015,utilities,32.62,2026-06-10 20:45:20,0
T102706,U10165,M1052,gaming,29.9,2026-06-10 20:57:09,0
T103290,U10295,M1046,crypto,65.48,2026-06-10 20:57:57,0
T102098,U10260,M1056,gambling,61.84,2026-06-10 21:06:06,0
T100297,U10017,M1002,restaurant,36.66,2026-06-10 21:07:37,0
T104779,U10250,M1054,crypto,138.54,2026-06-10 21:39:55,0
T100019,U10291,M1024,utilities,20.18,2026-06-10 21:55:51,0
T107868,U10150,M1013,utilities,114.99,2026-06-10 22:02:59,0
T102933,U10033,M1029,crypto,31.24,2026-06-10 22:24:46,0
T103456,U10241,M1021,gaming,41.94,2026-06-10 22:32:32,0
T104325,U10099,M1017,electronics,26.39,2026-06-10 23:05:27,0
T102610,U10024,M1031,travel,90.95,2026-06-10 23:07:11,0
T105652,U10255,M1049,utilities,27.46,2026-06-10 23:07:15,0
T104574,U10066,M1017,electronics,18.36,2026-06-11 00:44:34,0
T100661,U10097,M1036,fashion,42.52,2026-06-11 01:34:51,0
T101772,U10057,M1016,gambling,10.19,2026-06-11 02:14:18,0
T102696,U10205,M1058,utilities,92.02,2026-06-11 03:31:21,0
T107665,U10102,M1013,utilities,42.68,2026-06-11 03:53:19,0
T103293,U10007,M1042,utilities,15.39,2026-06-11 04:15:12,0
T106310,U10066,M1049,utilities,26.43,2026-06-11 04:22:25,0
T102433,U10036,M1010,gambling,53.66,2026-06-11 04:27:15,1
T100626,U10165,M1018,fashion,106.17,2026-06-11 04:53:57,0
T103084,U10131,M1048,restaurant,28.08,2026-06-11 04:55:49,0
T103733,U10038,M1008,travel,35.64,2026-06-11 06:21:00,0
T107245,U10134,M1039,restaurant,74.56,2026-06-11 06:34:43,0
T103811,U10154,M1045,pharmacy,19.89,2026-06-11 07:38:45,0
T102909,U10230,M1034,fashion,35.93,2026-06-11 07:53:11,0
T101061,U10209,M1007,restaurant,71.22,2026-06-11 08:18:33,0
T106173,U10109,M1028,gambling,141.26,2026-06-11 08:35:42,0
T105470,U10019,M1041,utilities,44.35,2026-06-11 09:06:16,0
T103375,U10089,M1039,restaurant,15.4,2026-06-11 09:47:56,0
T102967,U10134,M1025,restaurant,21.94,2026-06-11 09:48:20,0
T100364,U10262,M1009,grocery,62.3,2026-06-11 11:00:40,0
T100790,U10190,M1039,restaurant,14.18,2026-06-11 11:11:43,0
T105878,U10154,M1038,travel,40.97,2026-06-11 11:17:53,0
T107880,U10059,M1050,utilities,58.8,2026-06-11 11:39:24,0
T107879,U10117,M1038,travel,26.64,2026-06-11 11:46:20,0
T107620,U10048,M1044,grocery,53.54,2026-06-11 12:56:30,0
T102640,U10251,M1039,restaurant,15.53,2026-06-11 12:58:19,0
T102256,U10125,M1004,crypto,20.05,2026-06-11 13:01:16,0
T104916,U10100,M1047,fashion,9.47,2026-06-11 13:24:46,0
T102554,U10267,M1038,travel,14.0,2026-06-11 13:28:39,0
T102906,U10193,M1002,restaurant,28.21,2026-06-11 13:34:35,0
T107465,U10289,M1032,grocery,52.52,2026-06-11 14:04:45,0
T106422,U10221,M1050,utilities,37.66,2026-06-11 14:51:26,0
T105588,U10203,M1020,gambling,54.03,2026-06-11 15:51:14,0
T105867,U10062,M1027,fashion,109.76,2026-06-11 16:18:12,0
T106435,U10139,M1041,utilities,29.92,2026-06-11 16:33:15,0
T101897,U10074,M1026,crypto,45.88,2026-06-11 17:09:57,0
T101256,U10269,M1029,crypto,44.43,2026-06-11 17:27:43,0
T107077,U10016,M1041,utilities,141.28,2026-06-11 18:04:21,0
T107434,U10188,M1018,fashion,29.01,2026-06-11 18:25:21,0
T104034,U10201,M1051,electronics,486.51,2026-06-11 19:07:45,0
T103633,U10157,M1032,grocery,13.23,2026-06-11 19:49:48,0
T103443,U10012,M1024,utilities,10.47,2026-06-11 19:52:43,0
T106643,U10288,M1008,travel,61.25,2026-06-11 20:47:12,0
T106401,U10095,M1050,utilities,52.34,2026-06-11 21:45:30,0
T103858,U10197,M1017,electronics,45.28,2026-06-11 21:49:14,0
T104442,U10005,M1045,pharmacy,41.07,2026-06-11 22:01:39,0
T105580,U10067,M1009,grocery,37.28,2026-06-11 22:39:58,0
T107597,U10000,M1016,gambling,206.62,2026-06-11 23:51:20,1
T107087,U10081,M1005,fashion,32.73,2026-06-11 23:57:48,0
T104794,U10113,M1035,grocery,38.68,2026-06-12 00:28:25,0
T104967,U10158,M1058,utilities,17.96,2026-06-12 01:39:40,0
T105704,U10142,M1005,fashion,20.83,2026-06-12 01:57:05,0
T107152,U10013,M1054,crypto,16.77,2026-06-12 01:59:34,0
T105739,U10089,M1056,gambling,8.56,2026-06-12 02:13:38,0
T107549,U10020,M1025,restaurant,36.65,2026-06-12 02:18:53,0
T100814,U10071,M1058,utilities,67.3,2026-06-12 02:57:42,0
T100472,U10181,M1036,fashion,19.67,2026-06-12 03:00:04,0
T102777,U10062,M1059,restaurant,39.07,2026-06-12 03:27:28,0
T101309,U10086,M1003,crypto,121.64,2026-06-12 03:55:42,0
T107780,U10088,M1057,electronics,55.39,2026-06-12 05:13:11,0
T102716,U10232,M1059,restaurant,30.33,2026-06-12 05:15:21,0
T103480,U10285,M1022,electronics,39.11,2026-06-12 05:18:26,0
T100640,U10096,M1023,pharmacy,422.48,2026-06-12 05:21:19,0
T105688,U10136,M1048,restaurant,25.59,2026-06-12 05:57:26,0
T102210,U10284,M1012,utilities,36.5,2026-06-12 05:57:47,0
T101597,U10284,M1033,gambling,31.45,2026-06-12 06:27:23,0
T104129,U10165,M1059,restaurant,11.54,2026-06-12 07:03:15,0
T101435,U10139,M1010,gambling,70.68,2026-06-12 07:06:48,0
T103273,U10197,M1000,grocery,1657.81,2026-06-12 07:13:15,1
T101712,U10161,M1012,utilities,47.77,2026-06-12 07:29:29,0
T100290,U10118,M1011,pharmacy,153.58,2026-06-12 08:46:34,0
T104752,U10145,M1051,electronics,31.88,2026-06-12 08:52:05,0
T100573,U10152,M1001,utilities,22.84,2026-06-12 09:13:44,0
T107604,U10164,M1023,pharmacy,175.16,2026-06-12 09:29:40,0
T107523,U10236,M1017,electronics,72.64,2026-06-12 09:41:19,0
T105809,U10046,M1045,pharmacy,104.88,2026-06-12 09:44:14,0
T104650,U10136,M1016,gambling,27.48,2026-06-12 09:45:25,0
T101360,U10125,M1016,gambling,75.75,2026-06-12 09:55:41,0
T106141,U10082,M1017,electronics,24.61,2026-06-12 10:17:22,0
T101754,U10167,M1007,restaurant,47.83,2026-06-12 11:30:08,0
T107742,U10253,M1004,crypto,27.22,2026-06-12 11:50:45,0
T106438,U10264,M1030,crypto,67.85,2026-06-12 12:07:47,0
T103007,U10195,M1006,grocery,41.86,2026-06-12 12:39:20,0
T104094,U10208,M1054,crypto,63.45,2026-06-12 12:46:49,0
T103050,U10172,M1002,restaurant,294.07,2026-06-12 12:59:29,0
T104959,U10267,M1022,electronics,44.54,2026-06-12 13:06:06,0
T100261,U10105,M1033,gambling,14.3,2026-06-12 13:24:25,0
T105962,U10142,M1015,utilities,14.5,2026-06-12 13:31:36,0
T102475,U10044,M1054,crypto,32.87,2026-06-12 13:36:07,0
T103438,U10050,M1043,gaming,36.84,2026-06-12 14:32:55,0
T106480,U10098,M1037,fashion,20.41,2026-06-12 14:44:45,0
T103477,U10191,M1024,utilities,43.39,2026-06-12 15:11:22,0
T100974,U10042,M1052,gaming,29.57,2026-06-12 15:34:30,0
T106500,U10256,M1028,gambling,126.54,2026-06-12 15:37:40,0
T104934,U10103,M1014,utilities,17.83,2026-06-12 15:51:33,0
T101199,U10005,M1010,gambling,73.68,2026-06-12 16:02:13,0
T104296,U10276,M1006,grocery,23.24,2026-06-12 16:11:04,0
T100277,U10027,M1019,crypto,94.32,2026-06-12 16:16:42,0
T100495,U10151,M1016,gambling,58.2,2026-06-12 16:24:26,0
T103011,U10124,M1027,fashion,76.88,2026-06-12 16:54:28,0
T105761,U10099,M1010,gambling,35.9,2026-06-12 17:29:31,0
T105229,U10017,M1004,crypto,31.01,2026-06-12 17:45:58,0
T105007,U10024,M1007,restaurant,18.6,2026-06-12 17:52:07,0
T101272,U10050,M1018,fashion,15.69,2026-06-12 18:19:21,0
T101268,U10139,M1031,travel,62.78,2026-06-12 18:20:06,0
T103714,U10007,M1038,travel,47.28,2026-06-12 18:47:16,0
T104728,U10014,M1007,restaurant,44.67,2026-06-12 18:47:57,0
T102833,U10167,M1007,restaurant,37.52,2026-06-12 19:17:41,0
T107762,U10280,M1058,utilities,46.68,2026-06-12 19:23:25,0
T100372,U10052,M1036,fashion,37.82,2026-06-12 19:35:39,0
T104791,U10052,M1037,fashion,26.41,2026-06-12 19:49:47,0
T107453,U10087,M1036,fashion,61.95,2026-06-12 20:48:40,0
T104131,U10101,M1027,fashion,21.87,2026-06-12 20:57:25,0
T100898,U10267,M1029,crypto,26.4,2026-06-12 20:59:26,0
T105934,U10135,M1040,electronics,12.34,2026-06-12 21:01:32,0
T106243,U10201,M1012,utilities,29.3,2026-06-12 21:01:48,0
T100854,U10164,M1037,fashion,35.35,2026-06-12 21:26:40,0
T103575,U10114,M1002,restaurant,19.54,2026-06-12 21:33:41,0
T101652,U10095,M1003,crypto,24.17,2026-06-12 22:03:55,0
T103133,U10020,M1038,travel,71.19,2026-06-12 22:45:04,0
T105858,U10134,M1036,fashion,89.76,2026-06-12 22:55:43,0
T100880,U10124,M1058,utilities,29.5,2026-06-12 23:02:58,0
T101724,U10279,M1024,utilities,73.18,2026-06-12 23:07:08,0
T106889,U10145,M1003,crypto,27.03,2026-06-12 23:36:37,0
T100969,U10172,M1030,crypto,30.02,2026-06-12 23:42:04,0
T104265,U10139,M1023,pharmacy,31.21,2026-06-12 23:57:21,0
T100461,U10119,M1019,crypto,15.71,2026-06-13 00:01:56,0
T106015,U10179,M1036,fashion,29.51,2026-06-13 00:05:34,0
T102318,U10169,M1030,crypto,65.9,2026-06-13 00:41:00,0
T103430,U10143,M1024,utilities,26.2,2026-06-13 01:16:01,0
T107906,U10209,M1035,grocery,161.09,2026-06-13 02:02:19,0
T105835,U10037,M1056,gambling,3.66,2026-06-13 02:10:54,0
T105155,U10245,M1016,gambling,78.14,2026-06-13 02:55:19,0
T102186,U10041,M1046,crypto,28.39,2026-06-13 03:22:36,0
T103118,U10286,M1009,grocery,54.84,2026-06-13 03:58:56,0
T102530,U10065,M1044,grocery,24.33,2026-06-13 04:05:43,0
T105198,U10085,M1004,crypto,41.5,2026-06-13 04:10:04,0
T102938,U10082,M1005,fashion,10.31,2026-06-13 04:24:17,0
T105112,U10269,M1032,grocery,28.52,2026-06-13 04:40:43,0
T102420,U10238,M1044,grocery,7.2,2026-06-13 04:44:01,0
T105488,U10111,M1021,gaming,17.4,2026-06-13 04:47:28,0
T100879,U10088,M1041,utilities,62.8,2026-06-13 04:48:37,0
T106495,U10271,M1007,restaurant,14.58,2026-06-13 05:19:08,0
T107566,U10265,M1001,utilities,24.3,2026-06-13 05:19:37,0
T102407,U10009,M1002,restaurant,21.74,2026-06-13 05:26:44,0
T105004,U10043,M1031,travel,25.71,2026-06-13 05:56:36,0
T104644,U10158,M1011,pharmacy,9.06,2026-06-13 06:08:21,0
T101896,U10209,M1021,gaming,48.63,2026-06-13 06:12:34,0
T105269,U10273,M1022,electronics,47.12,2026-06-13 07:09:04,0
T100444,U10088,M1035,grocery,79.57,2026-06-13 07:58:11,0
T103504,U10100,M1021,gaming,16.22,2026-06-13 08:06:00,0
T100420,U10291,M1026,crypto,40.73,2026-06-13 08:43:48,0
T104508,U10266,M1027,fashion,31.88,2026-06-13 08:55:55,0
T103429,U10204,M1017,electronics,137.32,2026-06-13 09:16:24,0
T100770,U10155,M1039,restaurant,67.31,2026-06-13 09:21:01,0
T107129,U10246,M1032,grocery,42.89,2026-06-13 09:39:19,0
T103364,U10170,M1007,restaurant,12.67,2026-06-13 10:24:20,0
T100014,U10004,M1016,gambling,80.65,2026-06-13 10:33:12,1
T100088,U10114,M1007,restaurant,27.67,2026-06-13 10:34:20,0
T104018,U10006,M1005,fashion,16.83,2026-06-13 10:34:30,0
T102686,U10068,M1034,fashion,80.52,2026-06-13 10:41:34,0
T100011,U10272,M1002,restaurant,52.53,2026-06-13 12:18:00,0
T104497,U10274,M1037,fashion,65.38,2026-06-13 12:22:30,0
T102001,U10041,M1038,travel,19.11,2026-06-13 12:26:40,0
T102042,U10013,M1040,electronics,26.25,2026-06-13 12:32:56,1
T104777,U10223,M1014,utilities,40.5,2026-06-13 13:30:08,0
T102547,U10192,M1008,travel,51.79,2026-06-13 13:51:37,0
T101335,U10283,M1003,crypto,68.25,2026-06-13 14:14:32,0
T107489,U10075,M1004,crypto,28.4,2026-06-13 14:31:38,0
T107533,U10075,M1039,restaurant,39.99,2026-06-13 14:56:28,0
T107020,U10001,M1056,gambling,30.74,2026-06-13 15:51:35,0
T105003,U10024,M1040,electronics,20.61,2026-06-13 15:54:41,0
T104027,U10275,M1026,crypto,29.15,2026-06-13 16:07:42,0
T103452,U10298,M1009,grocery,15.13,2026-06-13 16:17:24,0
T106363,U10075,M1056,gambling,26.82,2026-06-13 17:06:44,0
T106410,U10147,M1027,fashion,22.06,2026-06-13 17:11:03,0
T100517,U10019,M1029,crypto,32.7,2026-06-13 17:32:03,0
T104426,U10105,M1045,pharmacy,9.98,2026-06-13 17:57:37,0
T100745,U10189,M1026,crypto,16.76,2026-06-13 18:11:37,0
T101880,U10094,M1028,gambling,16.28,2026-06-13 18:13:43,0
T103411,U10266,M1033,gambling,241.56,2026-06-13 18:34:02,0
T102258,U10062,M1008,travel,64.69,2026-06-13 18:36:22,0
T101963,U10177,M1049,utilities,42.07,2026-06-13 18:40:44,1
T105526,U10220,M1007,restaurant,15.14,2026-06-13 18:47:45,0
T107986,U10241,M1039,restaurant,42.52,2026-06-13 19:16:10,0
T101618,U10276,M1044,grocery,43.85,2026-06-13 19:34:11,0
T107510,U10227,M1033,gambling,98.13,2026-06-13 20:02:11,0
T105100,U10008,M1049,utilities,18.63,2026-06-13 20:30:22,0
